20.06.15 1:54;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1493;4;-307;|;-149;0;-30
20.06.15 1:55;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1499;3;-309;|;-149;0;-30
20.06.15 1:55;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1498;3;-311;|;-149;0;-31
20.06.15 1:55;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-1498;4;-311;|;-149;0;-31
20.06.15 1:55;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1499;4;-309;|;-149;0;-30
20.06.15 1:55;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-1499;4;-309;|;-149;0;-30
20.06.15 1:57;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1499;3;-310;|;-149;0;-31
20.06.15 1:57;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-1499;4;-310;|;-149;0;-31
20.06.15 2:12;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1408;4;-328;|;-140;0;-32
20.06.15 2:12;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1405;4;-328;|;-140;0;-32
20.06.15 2:17;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1912;3;-345;|;-191;0;-34
20.06.15 2:18;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1914;3;-339;|;-191;0;-33
20.06.15 2:18;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1886;4;-393;|;-188;0;-39
20.06.15 2:56;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-1989;4;-440;|;-198;0;-44
20.06.15 2:59;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2133;3;-365;|;-213;0;-36
20.06.15 2:59;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2134;3;-365;|;-213;0;-36
20.06.15 3:00;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2121;4;-329;|;-212;0;-32
20.06.15 3:00;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2121;4;-329;|;-212;0;-32
20.06.15 3:01;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2217;4;-329;|;-221;0;-32
20.06.15 3:01;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2217;4;-329;|;-221;0;-32
20.06.15 3:05;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2185;3;-161;|;-218;0;-16
20.06.15 3:10;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2268;4;-65;|;-226;0;-6
20.06.15 3:10;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2268;4;-65;|;-226;0;-6
20.06.15 3:14;RIGHT_CLICK_BLOCK;BogdanG;DIM:0;-2299;3;-102;|;-229;0;-10
20.06.15 3:15;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2328;3;-118;|;-232;0;-11
20.06.15 3:15;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2328;3;-117;|;-232;0;-11
20.06.15 3:15;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2328;3;-116;|;-232;0;-11
20.06.15 3:15;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2327;3;-116;|;-232;0;-11
20.06.15 3:15;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2327;3;-117;|;-232;0;-11
20.06.15 3:15;LEFT_CLICK_BLOCK;BogdanG;DIM:0;-2327;3;-118;|;-232;0;-11
